name,salary,area_name,published_at
Ведущий проектировщик информационных систем,,Украина,2006-03-06 19:41:07.030
Системный аналитик,53447.950000000004,Москва,2006-02-26 09:14:36.030
Ведущий тестировщик,26729.5,Москва,2006-09-25 09:29:25.040
Web-программист,34053.0,Москва,2006-05-30 09:41:56.040
Технический эксперт (опыт работы с биллингом и знания Cisco на CCNA),45790.35,Москва,2006-06-13 18:07:10.040
Сотрудник отдела профилактики оборудования:,22785.68,Москва,2006-01-10 17:53:53.030
Руководитель отдела закупок со знанием анг. яз в техническую компанию:,37976.175,Москва,2006-02-10 13:50:58.030
Арт-Директор (BTL),46776.625,Москва,2006-09-26 11:59:04.040
Менеджер проекта,22159.68,Нижний Новгород,2006-04-20 11:50:14.040
Программист PL/SQL,,Киев,2006-04-25 12:18:32.040
Бизнес аналитик,,Киев,2006-04-25 12:18:32.040
Тестировщик,,Киев,2006-04-25 12:18:32.040
Системный администратор,,Киев,2006-04-25 12:18:32.040
Менеджер по продаже программного обеспечения,,Киев,2006-04-25 12:18:32.040
"Главный бухгалтер производственного предприятия в составе Корпорации «ОМЗ» (С.-Петербург, Колпино)",36777.24,Санкт-Петербург,2006-05-29 12:57:39.040
Программист (код: VBCD-F1),30943.550000000003,Москва,2006-02-22 13:44:14.030
Программист,,Киев,2006-04-19 16:32:11.040
Специалист отдела поддержки филиальной сети,32350.075,Москва,2006-02-11 10:13:37.030
Менеджер по работе с дилерами,42195.75,Москва,2006-02-13 16:00:51.030
Специалист по информационной безопасности,56242.2,Москва,2006-03-06 11:58:53.030
Специалист по программным решениям,42723.15,Москва,2006-01-16 11:00:23.030
Сервис-инженер,,Киев,2006-02-20 18:34:11.030
Специалист по автоматизированному учету (Программист 1С ),42723.15,Москва,2006-01-27 10:13:43.030
"Программист ASP, ASP.NET",,Москва,2006-02-13 14:49:35.030
Руководитель проектного отдела,56261.0,Москва,2006-02-17 18:38:27.030
Инженер-программист C++,,Москва,2006-05-02 09:17:52.040
Системный администратор,24209.785,Москва,2006-01-10 14:30:30.030
Инженер в службу технической поддержки,,Москва,2006-01-13 11:22:42.030
Программист,26723.975000000002,Москва,2006-02-08 09:45:26.030
Архитектор решений IP-TV,43107.68,Москва,2006-07-18 15:01:19.040
Разработчик трейдинговых систем и приложений,42723.15,Москва,2006-01-30 21:29:00.030
Программист JAVA,43587.84,Москва,2006-05-06 14:13:31.040
Ведущий разработчик .NET (конструктор),,Москва,2006-03-06 10:24:09.030
Marketing product manager/Wireless (Беспроводные сети),,Россия,2006-03-03 17:01:50.030
Marketing product manager/A&S (Дополнительные услуги связи),,Россия,2006-03-03 17:01:50.030
Менеджер проектов/Разработка ПО,,Россия,2006-03-03 17:01:51.030
Менеджер по продажам,30469.56,Москва,2006-04-21 15:24:34.040
Специалист по настройке компьютеров,34624.5,Москва,2006-04-05 10:39:30.040
Инженер поддержки рабочих мест,16037.7,Москва,2006-09-11 12:59:41.040
Инженер центральной службы технической поддержки,34748.35,Москва,2006-09-11 12:59:43.040
"Программист (С/С++, TCP/IP )",21435.84,Санкт-Петербург,2006-10-19 14:26:15.040
Программист Axapta,49211.924999999996,Москва,2006-03-01 10:09:04.030
Программист Delphi,32690.88,Москва,2006-05-29 17:57:25.040
Программист Navision,58388.305,Москва,2006-01-20 17:47:39.030
Менеджер по продажам цифровой фототехники,46995.465,Москва,2006-01-30 16:35:12.030
Руководитель IT-отдела (с опытом программирования в Navision),59054.31,Москва,2006-03-07 10:23:33.030
Service nodes support engineer,,Киев,2006-03-31 18:51:33.040
Service Nodes Solutions Support Engineer,,Киев,2006-03-31 18:51:33.040
Transmission support engineer,,Киев,2006-03-31 18:51:35.040
"Radio Network Design Engineer, Kiev",,Киев,2006-03-31 18:51:33.040
Оператор ПК,,Москва,2006-03-12 15:47:54.030
Заместитель директора по маркетингу,,Москва,2006-01-10 10:38:18.030
ВЕДУЩИЙ СПЕЦИАЛИСТ по разработке информационных систем в среде DB2,42195.75,Москва,2006-02-20 17:30:29.030
Разработчик Oracle на проект внедрения Oracle e-Business Suite,,Москва,2006-09-01 16:25:05.040
ИНЖЕНЕР в отдел технической эксплуатации,,Москва,2006-03-27 10:20:11.040
Старший Разработчик С++ (Зеленоград),50634.9,Московская область - Север,2006-02-10 12:54:30.030
Старший Разработчик на С# (Зеленоград),48496.14,Московская область - Север,2006-07-21 13:42:28.040
ИНЖЕНЕР ПО РЕМОНТУ ИСТОЧНИКОВ БЕСПЕРЕБОЙНОГО ПИТАНИЯ (UPS),28482.1,Москва,2006-01-11 16:46:55.030
Дизайнер Упаковки,22496.879999999997,Москва,2006-03-23 13:19:47.030
Дизайнер упаковки,18278.715,Украина,2006-03-17 11:04:06.030
ВЕДУЩИЙ СПЕЦИАЛИСТ по разработке информационных систем (программист),33756.6,Москва,2006-02-20 17:30:29.030
Инженер по системам хранения информации,32330.76,Москва,2006-07-17 14:11:02.040
Консультант-разработчик Oracle E-Business Suite,,Москва,2006-08-28 11:28:57.040
Ведущий инженер АСУТП электроэнергетика (системы АСКУЭ),,Москва,2006-04-13 15:21:38.040
Инженер-проектировщик АСУТП электроэнергетика (системы АСКУЭ),,Москва,2006-04-13 15:21:38.040
Менеджер по закупкам,16345.44,Москва,2006-05-29 11:09:05.040
Ведущий инженер (системы технической безопасности),,Москва,2006-03-13 14:50:23.030
"Бизнес-аналитик (на платформе 1С 8.0, 1С Инталев)",,Москва,2006-03-14 23:27:56.030
"Программист СУБД, сопровождение «Галактики»",,Москва,2006-06-14 16:53:42.040
Системный администратор,25308.989999999998,Москва,2006-03-18 15:45:42.030
Product manager / менеджер направления по серверному оборудованию IBM,42723.15,Москва,2006-01-30 12:24:53.030
PR manager (IT projects),,Москва,2006-02-16 13:15:18.030
Системный администратор,12104.8925,Киев,2006-01-28 14:16:10.030
Системный администратор,22504.4,Москва,2006-02-01 17:37:44.030
Консультант по внедрению информационных систем (ЕАМ),59074.05,Москва,2006-02-06 14:48:20.030
Инженер технической поддержки,19691.350000000002,Москва,2006-02-20 17:30:32.030
Администратор Oracle,46995.465,Москва,2006-01-21 21:35:57.030
"Manager, IS-U Customer Service",,Киев,2006-04-13 20:24:24.040
"Manager, IS-U MDM & WKM",,Киев,2006-06-05 10:49:38.040
Инженер-программист 1С,37026.729999999996,Москва,2006-01-17 17:36:41.030
Программист/Windows (код: WinD-LS),40775.595,Москва,2006-03-31 11:38:15.040
Технический писатель в компанию,17089.26,Москва,2006-01-10 10:09:23.030
Специалист по ИТ (со знанием 1С),,Днепр (Днепропетровск),2006-05-31 14:50:23.040
Системный программист в крупный Интернет-проект,37026.729999999996,Москва,2006-01-30 12:24:56.030
"Project Specialist, SAP PLM",,Киев,2006-06-05 10:49:39.040
"Specialist, CCS Loss Prevention",,Киев,2006-05-10 10:23:31.040
Web-программист (RT-developer),44147.255,Москва,2006-01-17 12:44:07.030
Бизнес-аналитик в области телекоммуникаций,61887.100000000006,Москва,2006-02-01 10:31:18.030
Developer (OFA),,Киев,2006-01-11 16:13:20.030
"Project Specialist, Solution Architect/Integration Specialist",,Киев,2006-06-05 10:49:39.040
Руководитель проектов (Soft),,Москва,2006-03-14 11:25:02.030
Специалист АСКУЭ,,Москва,2006-03-14 11:25:03.030
Эксперт (RISC-серверы),,Москва,2006-01-17 12:51:21.030
Руководитель проектов (вычислительные и инженерные сети),,Москва,2006-03-14 11:25:03.030
Главный инженер проектов (ГИП),,Москва,2006-01-17 12:51:21.030
"Specialist, SAP IS-U - CCS, Billing",,Киев,2006-05-10 10:23:31.040
"Project Specialist, Application Architect",,Киев,2006-08-18 19:11:04.040
SAP Development Lead,,Киев,2006-08-18 19:11:04.040
"Specialist, SAP IS-U/CCS, FI-CA",,Киев,2006-04-13 20:24:25.040
Руководитель специальных проектов в крупную IT-компанию,42723.15,Санкт-Петербург,2006-01-24 12:32:32.030
Программист-разработчик на Power Builder,42723.15,Москва,2006-01-11 09:43:38.030
Менеджер технической поддержки в Хостинг Центр РБК,,Москва,2006-11-17 15:12:36.030
Специалист по технической поддержке Oracle e-Business Suite (финансы),,Москва,2006-03-29 19:40:59.040
Менеджер по маркетингу в компанию – системный интегратор,23902.934999999998,Москва,2006-03-27 13:58:48.040
Руководитель отдела маркетинга в IT-компанию.,,Москва,2006-01-30 12:24:55.030
Java-программист в Хостинг Центр,,Москва,2006-05-16 16:16:51.040
Специалист по технической поддержке Oracle e-Business Suite (логистика),,Москва,2006-03-29 19:40:59.040
Программист Perl в Хостинг Центр РБК,,Москва,2006-05-16 16:19:09.040
Программист Fox pro + МS SQL,,Москва,2006-09-25 10:56:34.040
Программист на MSSQL (сертифицированный),,Москва,2006-04-26 18:08:58.040
Программист Java,49228.375,Москва,2006-02-13 17:30:28.030
Технолог (специалист по сопровождению банковского ПО),28130.5,Москва,2006-02-26 13:32:26.030
Инженер-программист,38139.36,Москва,2006-05-24 10:57:30.040
Системный администратор,,Москва,2006-01-13 14:59:55.030
Ведущий программист,42723.15,Москва,2006-01-11 09:44:04.030
Специалист отдела сетевых проектов,24921.837499999998,Москва,2006-01-11 09:44:04.030
Системный аналитик,29906.204999999998,Москва,2006-01-11 09:44:04.030
Ведущий Консультант Oracle E-Business Suite (финансы),91393.575,Москва,2006-03-24 14:36:41.030
Консультант-стажер (C_CRM),15665.154999999999,Москва,2006-01-19 13:55:04.030
Старший консультант по внедрению систем хранения информации Microsoft,59074.05,Москва,2006-02-15 13:14:03.030
"Regulatory Research Scientist (WiFi, WiMax)",,Санкт-Петербург,2006-04-19 11:38:29.040
Менеджер по продажам,26308.1,Санкт-Петербург,2006-12-04 20:52:14.030
Инженер по радиосвязи,,Москва,2006-01-10 11:21:18.030
Специалист по технической поддержке Oracle E-Business Suite HRMS (управление персоналом),,Москва,2006-03-29 19:40:59.040
"Инструктор OEBS-логистика (Purchasing, Inventory, OM)",,Москва,2006-03-29 19:40:57.040
"Архитектор-программист решений на платформе 1С:Предприятие 8.0, 1С: Инталев.",59812.409999999996,Москва,2006-01-25 11:52:59.030
Менеджер по рекламе,,Москва,2006-03-17 16:33:25.030
Cистемный администратор,34178.52,Москва,2006-01-23 11:01:33.030
Инженер (IK-R-En),46415.325000000004,Москва,2006-02-10 15:53:03.030
Контент менеджер WEB портала,14241.05,Москва,2006-01-22 04:55:52.030
"Руководитель группы внедрения Axapta (логистика, склад, бухгалтерия)",91424.125,Москва,2006-02-06 10:27:47.030
Дизайнер,38779.44,Москва,2006-04-04 18:58:07.040
Unix инженер,26723.975000000002,Санкт-Петербург,2006-02-06 09:47:14.030
Инженер-проектировщик СКС,15471.775000000001,Санкт-Петербург,2006-02-06 09:47:14.030
Инженер по системам резервного копирования,23910.925000000003,Санкт-Петербург,2006-02-06 09:47:14.030
Ведущий инженер по продуктам OpenView или Tivoli,39382.700000000004,Санкт-Петербург,2006-02-06 09:47:14.030
"Ведущий программист (PL/SQL, ORACLE)",56261.0,Москва,2006-02-13 17:30:28.030
Менеджер по продаже сервисных услуг,,Москва,2006-01-16 09:54:27.030
Ведущий тестировщик,33745.32,Москва,2006-03-20 19:16:50.030
Бизнес Аналитик по SD; SAP/R3,,Москва,2006-01-12 17:14:00.030
Ведущий специалист по внутреннему контролю,39874.94,Москва,2006-01-25 12:51:49.030
Специалист в отдел по продаже услуг операторам фиксированной связи и партнерам,,Москва,2006-06-28 08:57:59.040
Программист 1С 8.0,56964.2,Москва,2006-01-23 14:29:25.030
Системный администратор,13849.8,Москва,2006-04-03 09:48:12.040
Коммерческий директор,,Москва,2006-02-09 10:10:18.030
Продукт менеджер по софтверным решениям,80384.4,Москва,2006-10-16 11:27:16.040
Ведущий специалист/специалист отдела поддержки розничной сети,21097.875,Москва,2006-02-11 10:13:37.030
Support Engineer,,Москва,2006-04-05 08:23:23.040
Инструктор Oracle E-Business Suite HRMS (управление персоналом),,Москва,2006-03-29 19:40:57.040
Project Manager (IT projects) for a Major Western FMCG Company (Vacancy by BLM-Consort),105489.375,Москва,2006-02-06 17:16:55.030
Ведущий разработчик на платформе .NET,,Москва,2006-08-10 16:19:41.040
Разработчик инсталляционных пакетов,,Москва,2006-04-11 09:58:42.040
Программист Visual Basic 6,,Москва,2006-08-10 16:19:41.040
Менеджер по продажам ИТ-решений,38450.835,Москва,2006-01-12 12:44:11.030
Руководитель технического отдела,28130.5,Москва,2006-02-06 11:13:41.030
Ведущий программист Borland C++ Builder,41299.045,Москва,2006-01-12 12:46:57.030
"IT-аналитик Navision, Менеджер проекта",64700.15,Москва,2006-02-22 08:50:31.030
Инженер-программист,,Москва,2006-01-30 14:42:43.030
Менеджер по продажам MBS Navision,,Москва,2006-02-27 15:17:06.030
Технический писатель (корректор),22496.879999999997,Москва,2006-03-21 09:56:41.030
Сервисный инженер в отдел по работе со штрих-кодом,25308.989999999998,Москва,2006-03-06 12:50:04.030
Бизнес Аналитик,63709.08,Москва,2006-04-08 18:02:03.040
Инженер-программист,29906.204999999998,Москва,2006-01-16 13:41:26.030
Руководитель программ,,Москва,2006-04-03 12:11:33.040
Системный администратор,18859.61,Москва,2006-07-11 11:49:27.040
Менеджер проекта в области финансовых телекоммуникаций,,Москва,2006-01-30 09:37:03.030
Администратор электронной почты,,Москва,2006-01-30 09:37:03.030
Руководитель направления (IVR).,52691.884999999995,Москва,2006-01-16 16:52:13.030
Программист 1С,,Москва,2006-03-03 17:18:56.030
Инженер по телекоммуникацинным серверам,,Москва,2006-04-10 08:34:01.040
Проектировщик слаботочка,49228.375,Москва,2006-02-17 18:38:27.030
Старший разработчик ПО под Linux/FreeBSD/OpenBSD,48483.9,Москва,2006-06-26 10:28:11.040
Бизнес-аналитик,96948.6,Москва,2006-04-24 12:56:38.040
Специалист по автоматическому тестированию,,Москва,2006-08-21 10:28:11.040
.NET developer,,Москва,2006-01-23 12:35:27.030
Бизнес -аналитик,29906.204999999998,Москва,2006-01-16 10:49:20.030
Инженер Дата-Центра,,Москва,2006-04-05 12:20:55.040
Администратор базы данных 1С,35602.625,Москва,2006-01-10 13:38:33.030
Продукт менеджер по Sony,,Москва,2006-01-10 11:21:18.030
Консультант по внедрению финансового контура ERP-систем и автоматизированных систем бюджетирования,49843.674999999996,Киев,2006-01-11 16:13:22.030
Менеджер по продвижению сайтов,13849.8,Москва,2006-04-03 18:33:54.040
Опытный программист Visual Basic 6,19389.72,Москва,2006-04-03 18:33:54.040
Ведущий специалист отдела ценообразования,32690.88,Москва,2006-05-11 09:28:57.040
Менеджер по работе с ключевыми клиентами,64084.725,Россия,2006-01-17 12:31:37.030
"Аналитик, специалист службы поддержки (код: TS-Re)",17089.26,Москва,2006-01-27 10:27:15.030
Редактор (менеджер) нового Интернет-проекта «Недвижимость»,19937.47,Москва,2006-01-30 12:24:55.030
Unix tester,22496.879999999997,Москва,2006-03-16 11:24:41.030
Программист БД,42723.15,Москва,2006-01-10 09:50:43.030
Программист,42723.15,Москва,2006-01-10 09:50:43.030
Программист,29537.025,Москва,2006-02-06 17:09:45.030
Программист - Разработчик Oracle,49843.674999999996,Москва,2006-01-11 16:46:55.030
Специалист по маркетинговым описаниям,22159.68,Москва,2006-04-18 09:29:50.040
Инженер (IK-R-En),45571.36,Москва,2006-01-16 11:28:49.030
Сервисный инженер (POS системы),19937.47,Москва,2006-01-10 12:36:14.030
Key Account Manager (Banking Sector) (IK-C-KAM_Bank),128169.45,Москва,2006-01-16 11:28:49.030
Regional Sales Manager (Banking Sector) (IK-C-RSM_Bank),170892.6,Москва,2006-01-16 11:28:49.030
Аналитик-статистик,25633.89,Москва,2006-01-15 11:13:04.030
Менеджер по продажам ПО,,Москва,2006-06-20 10:59:21.040
Начальник Отдела мониторинга IT (Service Desk) (IK-M-НОМ),71205.25,Москва,2006-01-16 11:29:42.030
Консультант\ Старший консультант по Hyperion,56261.0,Москва,2006-02-07 10:33:23.030
Тестировщик оборудования,12068.865,Москва,2006-08-01 10:25:10.040
Программист 1 С,54484.8,Москва,2006-05-26 17:06:21.040
Оператор ПК,12816.945,Москва,2006-01-16 13:36:02.030
Ведущий специалист отдела технической поддержки,22796.745000000003,Москва,2006-08-14 11:27:06.040
Менеджер по системе дистанционного обучения.,,Москва,2006-06-29 11:44:51.040
Руководитель группы инструментальных средств системы дистанционного обучения,37026.729999999996,Москва,2006-01-20 19:17:29.030
Руководитель департамента консалтинга (ERP) (IK-ES-РОК),142410.5,Москва,2006-01-16 11:28:50.030
Системный администратор (специалист IT),,Москва,2006-07-10 17:58:06.040
Помощник системного администратора,14983.32,Москва,2006-05-10 09:33:35.040
Web-программист (web-мастер),,Москва,2006-07-17 09:31:51.040
Flash-программист,,Москва,2006-04-13 11:18:48.040
Администратор 1C,33239.52,Москва,2006-04-13 11:29:16.040
Администратор базы данных Oracle,48474.3,Москва,2006-04-19 12:55:49.040
IT Специалист (call center) в западную компанию,22159.68,Москва,2006-04-13 11:43:27.040
"Key Account Manager в крупную международную компанию, производитель телекоммуникационного обоурудования",215484.0,Москва,2006-06-09 11:38:08.040
Администратор Oracle,,Москва,2006-06-15 14:54:45.040
Руководитель проекта внедрения SAP R/3 в консалтинг,81727.2,Москва,2006-05-26 10:23:01.040
Руководитель коммерческой службы,41549.4,Московская область - Восток,2006-04-13 12:07:33.040
Java программист / Java Developer,,Москва,2006-05-06 09:29:07.040
Системный администратор,,Москва,2006-05-16 13:39:11.040
Редактор сайта,26314.62,Москва,2006-04-13 12:28:44.040
Software Developer,,Санкт-Петербург,2006-04-13 12:36:16.040
Менеджер качества ИТ,,Москва,2006-04-13 12:39:07.040
Старший специалист по поддержке ППО,,Москва,2006-05-30 17:50:59.040
Контент-менеджер,24929.64,Москва,2006-04-13 12:48:56.040
Руководитель отдела телекоммуникации,88537.8,Москва,2006-05-11 15:09:28.040
Database Programmer,38779.44,Киев,2006-04-13 12:56:24.040
Руководитель группы/Архитектор/Ведущий Java программист (код: SJD-FC),65094.06,Москва,2006-04-13 12:56:47.040
Программист,24929.64,Москва,2006-04-13 13:08:49.040
ПОМОЩНИК МЕНЕДЖЕРА,18854.850000000002,Москва,2006-06-07 14:47:55.040
Дизайнер сайта,31854.54,Москва,2006-04-13 13:14:36.040
Программист,,Москва,2006-04-13 13:17:45.040
Системный администратор,13849.8,Москва,2006-04-13 13:21:09.040
Заместитель руководителя отдела IT,48474.3,Москва,2006-04-25 15:48:57.040
Java -программист в департамент интернета,40863.6,Москва,2006-05-02 10:35:22.040
Системный администратор,13621.2,Москва,2006-05-02 09:51:54.040
ПРОГРАММИСТ,,Алматы,2006-06-02 05:59:10.040
Начальник отдела регламентов,,Москва,2006-04-13 14:57:27.040
Начальник отдела регламентов и контроля,,Москва,2006-04-13 15:06:49.040
Системный администратор,36372.104999999996,Москва,2006-07-04 18:17:55.040
Менеджер по тестированию/ Test manager,33239.52,Москва,2006-04-13 15:24:40.040
Тестировщик,33239.52,Москва,2006-04-13 15:32:31.040
Flash-дизайнер,,Москва,2006-05-25 16:59:01.040
Администратор БД,41549.4,Москва,2006-04-13 15:36:55.040
Системный инженер,17512.495,Москва,2006-07-26 13:53:07.040
Сотрудник Helpdesk (диспетчер),13849.8,Москва,2006-04-13 15:44:04.040
Специалист по тестированию,19389.72,Москва,2006-04-13 15:51:22.040
Верстальщик / Web-мастер в IT- компанию (в офис),,Москва,2006-06-13 10:38:41.040
Директор направления,,Москва,2006-04-13 15:56:28.040
Ведущий экономист Отдела мониторинга (фондовый рынок),24241.95,Москва,2006-06-01 12:51:55.040
Менеджер по продажам интернет-услуг.,26935.5,Москва,2006-06-06 13:08:23.040
Инженер-электронщик,24248.07,Москва,2006-07-04 10:56:36.040
Менеджер по маркетингу,,Москва,2006-05-31 09:39:58.040
Программист-разработчик (3D engine),53639.4,Москва,2006-08-24 15:50:14.040
JavaScript-программист,40413.45,Россия,2006-07-07 18:20:08.040
Программист,40413.45,Россия,2006-07-07 18:20:17.040
Специалист по прикладным системам,55399.2,Москва,2006-04-13 17:07:01.040
Менеджер по маркетингу продукта,60620.174999999996,Москва,2006-07-27 12:28:15.040
PHP-программист / веб-разработчик,22159.68,Киев,2006-04-13 17:15:39.040
Системный администратор (Oracle DBA),41549.4,Москва,2006-04-13 17:16:47.040
Начальник Отдела делопроизводства и контроля,61295.4,Москва,2006-05-12 09:35:17.040
Инженер по внедрению и сопровождению ПО,27699.6,Москва,2006-04-13 17:45:57.040
"Инженер ""горячей линии"" поддержки ПО",15234.78,Москва,2006-04-13 17:48:58.040
Программист/ разработчик С++,40164.42,Москва,2006-04-13 17:54:37.040
"Программист, разработчик С++",,Москва,2006-04-13 17:55:48.040
Ведущий программист/ разработчик С++,55399.2,Москва,2006-04-13 17:57:21.040
Менеджер по продажам,22159.68,Москва,2006-04-13 18:04:22.040
Менеджер по работе с клиентами,22159.68,Москва,2006-04-13 18:04:40.040
Web-программист,23544.66,Москва,2006-04-13 18:04:56.040
1С программист,33239.52,Москва,2006-04-13 18:05:03.040
Ведущий аналитик (автоматизация складской логистики),69249.0,Москва,2006-04-13 18:12:07.040
Руководитель проекта,27699.6,Санкт-Петербург,2006-04-13 18:26:21.040
Assistant – Technical Support (Audio),38779.44,Москва,2006-04-27 11:07:32.040
Менеджер по продажам,34624.5,Москва,2006-04-13 18:27:06.040
