name,salary_from,salary_to,currency,area_name,published_at
Инженер-программист (Ведущий/главный специалист),,,,,2022-12-15T17:18:02+0300
Токарь 4-5 разряда,45500,54400,RUR,Санкт-Петербург,2022-12-15T17:13:03+0300
Специалист отдела развития партнёров,20000,,RUR,,2022-12-15T17:24:38+0300
Токарь-универсал,40000,60000,RUR,,2022-12-15T17:43:27+0300
Консультант - аналитик 1С (специалист),48000,,RUR,Ростов-на-Дону,2022-12-15T17:41:09+0300
Python developer Middle+,200000,220000,RUR,,2022-12-15T17:22:30+0300
Chief Scrum Master,,,,,2022-12-15T17:59:42+0300
Ночной сотрудник отдела технической поддержки со знанием английского языка,70000,90000,RUR,,2022-12-15T17:04:18+0300
Наладчик станков с ЧПУ,,60000,RUR,Набережные Челны,2022-12-15T17:12:35+0300
Руководитель направления по внедрению инноваций в подземных горных работах,,,,,2022-12-15T17:09:02+0300
Инженер-электронщик,,60000,RUR,,2022-12-15T17:24:52+0300
Консультант 1С,,,,Москва,2022-12-15T17:07:34+0300
Chief Scrum Master,,,,,2022-12-15T17:59:42+0300
"Консультант-специалист 1С по оперативному учету (УТ, Розница)",48000,,RUR,Ростов-на-Дону,2022-12-15T17:41:15+0300
Главный специалист/Ведущий инженер АСУД,120000,150000,RUR,,2022-12-15T17:04:05+0300
"Старший консультант SAP MM/SD (3-ий уровень, отдел развития)",180000,,RUR,,2022-12-15T17:07:08+0300
Инженер по сопровождению разработки ПО/Технический писатель,,,,,2022-12-15T17:24:03+0300
Главный специалист отдела методологии и автоматизации на платформе 1С,,200000,RUR,Москва,2022-12-15T17:24:30+0300
PHP-разработчик,,,,Москва,2022-12-15T17:49:34+0300
Консультант программист 1С,80000,85000,RUR,Санкт-Петербург,2022-12-15T17:03:12+0300
Программист 1С,,,,,2022-12-15T17:03:16+0300
Chief Scrum Master,,,,,2022-12-15T17:59:42+0300
Токарь-расточник 4 разряда,57810,,RUR,Санкт-Петербург,2022-12-15T17:12:46+0300
"Техник по ремонту, обслуживанию",,,,,2022-12-15T17:14:26+0300
Руководитель отдела 1С и IT,50000,100000,RUR,Ессентуки,2022-12-15T17:30:54+0300
Программист PRA Serpa,,,,Москва,2022-12-15T17:56:08+0300
Консультант-программист 1С Документооборот,,,,,2022-12-15T17:39:43+0300
Руководитель отдела аналитики и Data Science,,,,,2022-12-15T17:14:43+0300
Методолог по бюджетированию,,,,Москва,2022-12-15T17:25:35+0300
DBA Oracle/ Администратор баз данных Oracle,,,,,2022-12-15T17:16:11+0300
Медник,105000,105000,RUR,,2022-12-15T17:07:24+0300
Data Architect (Техлид),,,,,2022-12-15T17:44:53+0300
Middle Database administrator MS SQL,,,,,2022-12-15T17:51:41+0300
Консультант MES,,,,,2022-12-15T17:33:33+0300
Медник,105000,105000,RUR,,2022-12-15T17:07:25+0300
Специалист отдела развития партнёров,20000,,RUR,,2022-12-15T17:24:38+0300
Программист 1С:Бухгалтерия (возможен удаленный формат работы),200000,,RUR,,2022-12-15T17:39:21+0300
Медник,105000,105000,RUR,,2022-12-15T17:07:25+0300
"Технический менеджер проектов (PM, Релиз-менеджер, Middle/Senior)",150000,,RUR,Уфа,2022-12-15T17:13:06+0300
Проектировщик информационных систем,,,,Москва,2022-12-15T17:03:01+0300
Game Design Team Lead (LiveOps),,,,,2022-12-15T17:33:37+0300
Chief Scrum Master,,,,,2022-12-15T17:59:42+0300
Главный специалист отдела автоматизации учета на платформе 1С,,200000,RUR,Москва,2022-12-15T17:24:58+0300
Ведущий инженер\Team Lead (Linux),,,,Москва,2022-12-15T17:31:06+0300
Инженер-программист (Ведущий/главный специалист),,,,,2022-12-15T17:18:02+0300
Системный аналитик (Middle/Senior),150000,,RUR,Уфа,2022-12-15T17:12:35+0300
Senior Software Engineer (remote),,4500,USD,,2022-12-15T17:20:53+0300
Аналитик бизнес-процессов,,200000,RUR,,2022-12-15T18:38:18+0300
Системный администратор,70000,,RUR,,2022-12-15T18:32:58+0300
Девопс специалист,,60000,RUR,,2022-12-15T18:18:09+0300
Junior Brand Manager,,,,Москва,2022-12-15T18:26:15+0300
Директор по развитию / управлению стратегическими проектами,200000,250000,RUR,,2022-12-15T18:00:57+0300
Системный администратор,65000,,RUR,посёлок городского типа Кузьмоловский,2022-12-15T18:00:41+0300
Механик,54000,54000,RUR,,2022-12-15T18:45:21+0300
Администратор/Контент-менеджер сайта,40000,50000,RUR,Санкт-Петербург,2022-12-15T18:56:48+0300
Инженер группы телефонии,90000,105000,RUR,,2022-12-15T18:24:05+0300
"Администратор проекта (проектный офис ""Оборудование"")",,,,Москва,2022-12-15T18:57:18+0300
Программист 1С,220000,,RUR,,2022-12-15T18:09:21+0300
Специалист технической поддержки пользователей,60000,80000,RUR,Санкт-Петербург,2022-12-15T18:23:05+0300
Java Backend Developer (Middle),,,,Казань,2022-12-15T18:14:17+0300
Менеджер проектов,50000,,RUR,Чебоксары,2022-12-15T18:45:30+0300
Младший системный администратор,,,,,2022-12-15T18:08:09+0300
Системный аналитик (Портал),,,,,2022-12-15T18:56:43+0300
Бизнес-аналитик,,,,,2022-12-15T18:02:27+0300
Разработчик мобильных приложений (Android),,,,,2022-12-15T18:06:02+0300
Системный/Бизнес Аналитик,200000,300000,RUR,,2022-12-15T18:55:02+0300
Распиловщик,55000,70000,RUR,Санкт-Петербург,2022-12-15T18:19:17+0300
Senior Database Administrator,,,,,2022-12-15T18:59:00+0300
"Редактор телеканала / корреспондент, телеканал НТР (""ЧЕ"")",,,,,2022-12-15T18:56:13+0300
Аналитик,,,,,2022-12-15T18:30:32+0300
Middle/Senior Front-End Developer в VK Знакомства,,,,,2022-12-15T18:52:23+0300
Аналитик,,,,,2022-12-15T18:37:31+0300
Сервисный инженер/Специалист по тестированию и ремонту радионавигационного оборудования,111111,,RUR,,2022-12-15T18:18:57+0300
"Токарь универсала универсальных станков 16К20, ДИП-300(Пенза)",50000,,RUR,Пенза,2022-12-15T18:09:17+0300
Руководитель сервисной службы,,,,Краснодар,2022-12-15T18:29:24+0300
Менеджер дизайнер (корпусной мебели),65000,,RUR,городской округ Пятигорск,2022-12-15T18:43:11+0300
Механик,,,,,2022-12-15T18:48:01+0300
Product owner (автострахование),,,,,2022-12-15T18:14:38+0300
Специалист Helpdesk,,,,Кемерово,2022-12-15T18:35:28+0300
Руководитель проектов департамента сопровождения сделок M&A,,,,Москва,2022-12-15T18:37:31+0300
Специалист по Интернет-рекламе (Таргетолог),120500,145000,RUR,Москва,2022-12-15T18:07:50+0300
Специалист Helpdesk,,,,Новосибирск,2022-12-15T18:37:43+0300
Middle Java разработчик (трайб Digital),,,,,2022-12-15T18:48:08+0300
"Backend Team lead (node.js) в b2b стартап Flang, экосистема для ритейла",200000,400000,RUR,,2022-12-15T18:01:53+0300
Токарь,45000,,RUR,Москва,2022-12-15T18:27:32+0300
Аналитик отдела оценки проектов и автоматизации,,,,,2022-12-15T18:14:18+0300
Аналитик (АСУ ТП),,,,,2022-12-15T18:19:27+0300
Сервисный специалист (автономные канализации и системы водоснабжения),60000,110000,RUR,Троицк,2022-12-15T18:35:07+0300
Техник по ремонту банкоматов/Сервисный инженер,32000,,RUR,,2022-12-15T18:25:07+0300
Начинающий специалист по обслуживанию банкоматов,35000,,RUR,,2022-12-15T18:25:01+0300
Product manager/Delivery lead,,,,,2022-12-15T18:50:57+0300
Java-разработчик,,,,,2022-12-15T18:53:10+0300
Руководитель проектов (СЭД),,,,,2022-12-15T18:54:18+0300
Разработчик Python,,,,,2022-12-15T18:18:44+0300
Аналитик хранилища данных (Консультант BI/BW),,,,,2022-12-15T18:14:54+0300
"Редактор телеканала / корреспондент, телеканал НТР (""ЧЕ"")",,,,,2022-12-15T18:56:13+0300
Программист .NET (направление CRM-систем),,,,,2022-12-15T18:18:51+0300
IOS разработчик (Swift),,,,,2022-12-15T18:48:27+0300
Программист 1С: ЗУП,220000,,RUR,,2022-12-15T18:09:21+0300
"Редактор телеканала / корреспондент, телеканал НТР (""ЧЕ"")",,,,,2022-12-15T18:56:13+0300
